max_mfcc1,max_mfcc2,max_mfcc3,max_mfcc4,max_mfcc5,max_mfcc6,max_mfcc7,max_mfcc8,max_mfcc9,max_mfcc10,max_mfcc11,max_mfcc12,max_mfcc13,max_mfcc14,max_mfcc15,max_mfcc16,min_mfcc1,min_mfcc2,min_mfcc3,min_mfcc4,min_mfcc5,min_mfcc6,min_mfcc7,min_mfcc8,min_mfcc9,min_mfcc10,min_mfcc11,min_mfcc12,min_mfcc13,min_mfcc14,min_mfcc15,min_mfcc16,prom_mfcc1,prom_mfcc2,prom_mfcc3,prom_mfcc4,prom_mfcc5,prom_mfcc6,prom_mfcc7,prom_mfcc8,prom_mfcc9,prom_mfcc10,prom_mfcc11,prom_mfcc12,prom_mfcc13,prom_mfcc14,prom_mfcc15,prom_mfcc16,class
71.42037818941549,60.01744043007325,57.34453848443546,62.9119483439606,55.63507025706056,56.40318748556994,61.76480541934701,55.98680309494586,55.55549803009634,55.33905114243313,58.86869091741002,67.740781217098,59.15195586793118,58.01717697678274,54.4561912919436,58.59138415350122,-15.955482353805785,-17.546320908190804,-18.92219083985929,-13.7367630407297,-26.02127131655309,-19.732608502209736,-18.184069118330992,-15.206370197502936,-21.9155178564222,-15.904242857236312,-14.716919378413628,-11.51665412408616,-12.4427640219082,-14.615184292126507,-11.86770005888034,-14.78283983031165,0.7774993705317815,1.2204477422005784,0.9857917001317654,0.9081722440453931,1.0145307664387542,0.8170963715247509,1.0932242092403361,0.9699155048766661,1.0732510281493421,1.0197607311695636,0.9601376095233101,1.050359014575929,0.9623354236211097,0.9763817752988043,1.0446634471683505,1.0123630549539975,-1
46.62999192331729,56.89347824400385,44.43340657817741,52.36406408074185,58.8705897812104,51.350929311192544,59.22367361482032,48.29748147415257,57.6961669285904,48.25384646938105,51.35968395400038,51.392208326880194,52.28478314485405,50.48240571195405,53.58368597181112,51.43744574585831,-25.60054080525287,-17.25063360543683,-13.471215412334937,-16.90792683318741,-24.61987150953419,-19.7364417869901,-21.21282449913961,-17.815637417867677,-23.032028438868902,-22.410668646580348,-17.192173523395326,-21.88040802359457,-14.23403141265773,-21.952687432783502,-24.2468454980747,-24.39163598420292,0.8315789248505235,0.8192337434677325,0.7328904155255368,0.9332188912764229,0.8657300687068559,1.2325415873389272,0.818222283538105,1.0518172798996186,0.7172481809160364,0.9763106695397133,0.7324624178829123,0.9375265528206432,0.6272148702701459,0.8592901452024858,0.8830784172143583,0.853768083461158,-1
64.1692329496885,75.69635313239125,47.714275303143424,55.08950992139077,66.1515234899351,77.14309480342746,52.087073015631546,70.65370731898807,64.03261638008303,72.44705209632829,52.68184177800892,66.12960564824488,61.81824587844631,65.13539549805917,82.14750569044548,61.39647571842437,-16.76689153201908,-14.574129270855252,-18.183250823216184,-13.272701898303527,-15.673181920987895,-15.626452306324614,-19.33744937923246,-17.50097087219425,-25.003506230943984,-20.87553986555558,-26.05938111336168,-13.501360937871317,-17.513543543423744,-16.148450693514025,-17.88599034649566,-17.523711547384735,1.154196496162479,0.8134126287754339,0.9494082185491189,1.238739253971073,1.0166556418181876,1.018117092325774,1.1521693428557527,0.8794101425322814,1.081151467883631,1.113075793286716,1.0279949806422797,1.0741250375827625,1.2051125515995367,1.0161036240057608,0.9272318940192642,1.0968807842731758,-1
49.63792971619026,72.2392390722765,62.38423749439309,55.51794569335456,58.45178380690587,63.54957204296807,61.98429300044454,61.17575464153637,50.08611056834231,61.59299226372958,72.24000610140808,53.762898104041945,55.97277900664357,62.55669935547834,55.94185778458932,62.39859297345646,-16.817393163858384,-30.234957354829607,-21.88041135854472,-32.82999561676271,-22.503135497727648,-21.11556419298711,-25.872509581008185,-27.140406138713416,-19.148711820003893,-21.752386468516693,-14.814901059738236,-12.447144029519793,-24.188347833170933,-21.04125381755862,-16.115741626244045,-23.722639776274384,0.7837864890622653,0.9926751170831687,0.8321608397350374,0.8827107898939982,0.9168894288154498,0.7721578641699586,0.9556353459581163,0.6753258887099927,0.9630457011648637,0.8390985045436791,0.7343839735481561,0.7598464133984143,0.8026139133064484,0.8759697572092353,0.843161160494123,0.8253596636958579,-1
70.94181017167179,61.06902766848344,75.03157420024428,56.47836894330808,66.254590230476,63.064394743967696,52.008911050332486,70.14891549679919,57.35945559788217,65.71948841699063,53.17633383408488,61.19645521341717,66.9255695406533,52.92530573742351,68.35544923497238,59.85133190362741,-24.36943646818833,-15.545980337308263,-20.983677597002806,-21.075297309037857,-20.900757482608064,-14.346407107942683,-19.214466734810568,-14.517883827017036,-9.8041927076662,-16.572978382137137,-12.248296976811126,-18.615085830049637,-16.93733912236868,-19.21738908654637,-21.716487068170327,-16.175319430274556,0.7650696744560803,0.8768857878998771,0.7540269186101337,0.8086759949874124,0.720004314103719,0.7049053778144012,0.8474656859075701,0.5574883439149242,0.701599669769054,0.5961688943145512,0.6269971144238214,0.7861565308365259,0.5968041379970392,0.8876465649191437,0.6327201897615402,0.6202231158254551,-1
48.4964268920653,55.39022537023067,54.45484173353727,53.012999488077845,55.134604209993824,47.33978970895882,53.27162799250243,56.468094176685824,57.61962526514425,55.58483779635823,57.18252918588325,48.86513593660707,57.43410832163753,56.40527334995744,64.79821426894583,49.05222910296413,-16.551302998226028,-11.04582908982205,-21.625380137960747,-26.452858820156106,-14.378044445683525,-14.237295034461084,-19.72470738693361,-8.142736052752843,-11.295544862797716,-19.42671809691285,-15.965820472748868,-13.64350555877059,-10.136125823866973,-15.697533168935472,-19.3479658440072,-18.57961206566728,0.7187576537040424,0.8049023804571774,0.7417298549566932,0.7459982491356993,0.7833127717568672,0.7075056745067774,0.7229496453430464,0.5889460515546062,0.733357131575784,0.7839258090743457,0.7247042287192814,0.8968574230654718,0.576312270456243,0.7778615915785835,0.6992412415347279,0.7319386074350035,-1
58.960753510477005,54.67169728591759,51.68632913899332,59.93642497210853,45.89044433676044,46.46438727885598,63.95648066487696,54.25157316826474,60.9545342869077,56.16479822250989,39.287564118948005,56.06777308789444,66.60834108711455,62.87797932560828,59.52658997042751,50.07140454459877,-25.877843401473605,-11.363755075209092,-15.78390516424958,-24.253369670067787,-14.825788048119616,-25.554468475850012,-16.424604437577774,-13.62572634463607,-18.17039448708726,-25.487179886379508,-25.88418909325468,-24.702345093263677,-21.84976655999937,-18.821675768981887,-14.17660333016954,-17.30827089245755,0.7504366152369158,0.7217406924783112,0.597011170754164,0.5931765902407762,0.7185784670407735,0.7117839765065939,0.7970044941657958,0.8102903753002505,0.598743739300534,0.5825501381167331,0.7460911041068128,0.7884487220898126,0.8840899348184944,0.6759535807261781,0.7946640166963378,0.6911503970974037,1
60.9513638491738,61.52709942961916,50.75755268113265,67.6857852047788,60.365890907304674,53.22810392589672,62.366665767157,66.22586755836097,66.5081315077027,54.47635044812501,51.56814545553552,61.58501515641445,51.01442702748277,71.13410747313233,68.31425104270802,70.4514988010524,-11.486463618693293,-9.559642128783617,-13.562933452998347,-12.172511754272085,-9.359217710918529,-13.40048129119532,-13.387393906198144,-20.347752368781286,-11.078924285188265,-15.935212583703487,-11.77523162948986,-9.757744671657749,-9.68294356486539,-13.101937577195327,-8.162055807324306,-15.51175937809312,1.023561686293107,1.0121116191408426,0.9749396886341718,1.0173706035792454,1.0203098478373134,0.930716525170021,0.9687327844819111,0.9998070169742684,1.127558531911341,1.104447946171237,1.0784025953501823,0.9484002795165628,1.0096206187568029,1.0334424922502967,1.0364706337412783,0.9989616923078084,-1
50.6249651407469,55.79067134090701,62.544008479809314,51.60404125227904,45.08509144118622,54.413202198719326,62.42609969521079,50.49645714719293,58.98509254784223,60.66365394344302,30.06981564096127,45.15731538130199,68.30297623377741,55.654591796615605,62.4536031252188,62.27398832953385,-10.397348354763082,-14.637669232432357,-11.764643495061463,-10.762290303096144,-24.862483353450752,-20.562756008549776,-14.131031505896791,-14.959898650870835,-13.438766736751075,-13.37288289361437,-10.607647215272689,-12.651790703315813,-8.047331157567328,-11.140818161575918,-18.16651873290733,-19.686031638714663,1.0040301484051455,1.0112496837268408,1.102690419186722,1.025550381866836,1.1216920814768534,0.6490400641639916,0.9090569725038734,1.0423219279694333,0.9037641376148854,1.0601660974986389,1.0771630345204526,1.070366171159293,1.049081532616204,1.1330776204377189,1.1584725654587162,1.1739846400575225,1
58.57293589528699,61.84125789412627,60.29646891603538,50.430866920295045,60.07391675539583,56.17476665801467,61.406433646919496,46.90443238947093,51.56295893800824,46.747244525191775,46.05355129433672,55.62900972604449,65.41305324458297,51.86290051258678,59.04792892352029,59.64111381250208,-27.75225048404637,-17.80195784825363,-21.16890232528271,-23.23440194783354,-18.552317281407696,-30.11107679037768,-15.139077366001905,-23.26566967719519,-15.585981777869618,-15.53098734431754,-16.17267770006178,-15.772168954778047,-24.582953466696708,-15.444138042964704,-18.065195019967973,-27.453128663033823,0.7956305093134066,0.808494496872321,0.8948991996375403,0.8008211906751878,0.8790739776570246,0.8131432840960614,0.7518455771093091,0.7680293515611606,0.9544099013901156,0.7984340553014434,0.9854548902041463,0.7223370318414913,0.9238065791634712,0.49962346093259763,0.9097283690557085,0.7435010689083882,-1
